bag,t,wall,dt_s,hd_pair
orchard_20260826_2026-08-26-08-31-44,1787704576.869,2026-08-26 08:36:16.869,0.401,1
orchard_20260826_2026-08-26-08-31-44,1787704577.471,2026-08-26 08:36:17.471,0.0,1
orchard_20260826_2026-08-26-08-31-44,1787704631.455,2026-08-26 08:37:11.455,0.0,1
orchard_20260826_2026-08-26-08-31-44,1787704631.855,2026-08-26 08:37:11.855,0.401,1
orchard_20260826_2026-08-26-08-31-44,1787704633.059,2026-08-26 08:37:13.059,0.0,1
orchard_20260826_2026-08-26-08-31-44,1787704634.061,2026-08-26 08:37:14.061,0.401,1
orchard_20260826_2026-08-26-08-31-44,1787704634.264,2026-08-26 08:37:14.264,0.0,1
orchard_20260826_2026-08-26-08-31-44,1787704675.401,2026-08-26 08:37:55.401,0.0,1
orchard_20260826_2026-08-26-08-31-44,1787704676.002,2026-08-26 08:37:56.002,0.401,1
orchard_20260826_2026-08-26-08-31-44,1787704676.403,2026-08-26 08:37:56.403,0.0,1
orchard_20260826_2026-08-26-08-31-44,1787704677.004,2026-08-26 08:37:57.004,0.401,1
orchard_20260826_2026-08-26-08-31-44,1787704677.004,2026-08-26 08:37:57.004,0.0,1
orchard_20260826_2026-08-26-08-31-44,1787704723.565,2026-08-26 08:38:43.565,0.0,1
orchard_20260826_2026-08-26-08-31-44,1787704723.965,2026-08-26 08:38:43.965,0.401,1
orchard_20260826_2026-08-26-08-31-44,1787704724.166,2026-08-26 08:38:44.166,0.0,1
orchard_20260826_2026-08-26-08-31-44,1787704724.97,2026-08-26 08:38:44.970,0.401,1
orchard_20260826_2026-08-26-08-31-44,1787704724.97,2026-08-26 08:38:44.970,0.0,1
orchard_20260826_2026-08-26-08-31-44,1787704725.371,2026-08-26 08:38:45.371,0.401,1
orchard_20260826_2026-08-26-08-31-44,1787704725.371,2026-08-26 08:38:45.371,0.0,1
orchard_20260826_2026-08-26-08-31-44,1787704794.61,2026-08-26 08:39:54.610,0.003,1
orchard_20260826_2026-08-26-08-31-44,1787704811.265,2026-08-26 08:40:11.265,0.0,1
orchard_20260826_2026-08-26-08-31-44,1787704811.666,2026-08-26 08:40:11.666,0.401,1
orchard_20260826_2026-08-26-08-31-44,1787704812.267,2026-08-26 08:40:12.267,0.0,1
orchard_20260826_2026-08-26-08-31-44,1787704812.869,2026-08-26 08:40:12.869,0.401,1
orchard_20260826_2026-08-26-08-31-44,1787704813.07,2026-08-26 08:40:13.070,0.0,1
orchard_20260826_2026-08-26-08-31-44,1787704828.922,2026-08-26 08:40:28.922,0.401,1
orchard_20260826_2026-08-26-08-31-44,1787704838.155,2026-08-26 08:40:38.155,0.401,1
orchard_20260826_2026-08-26-08-31-44,1787704838.356,2026-08-26 08:40:38.356,0.0,1
orchard_20260826_2026-08-26-08-31-44,1787704838.756,2026-08-26 08:40:38.756,0.401,1
orchard_20260826_2026-08-26-08-31-44,1787704865.452,2026-08-26 08:41:05.452,0.0,1
orchard_20260826_2026-08-26-08-31-44,1787704866.254,2026-08-26 08:41:06.254,0.401,1
orchard_20260826_2026-08-26-08-31-44,1787704866.655,2026-08-26 08:41:06.655,0.0,1
orchard_20260826_2026-08-26-08-31-44,1787704867.257,2026-08-26 08:41:07.257,0.401,1
orchard_20260826_2026-08-26-08-31-44,1787704867.458,2026-08-26 08:41:07.458,0.0,1
orchard_20260826_2026-08-26-08-31-44,1787704868.259,2026-08-26 08:41:08.259,0.401,1
orchard_20260826_2026-08-26-08-31-44,1787704868.46,2026-08-26 08:41:08.460,0.0,1
orchard_20260826_2026-08-26-08-31-44,1787704928.861,2026-08-26 08:42:08.861,0.0,1
orchard_20260826_2026-08-26-08-31-44,1787704929.262,2026-08-26 08:42:09.262,0.401,1
orchard_20260826_2026-08-26-08-31-44,1787704929.262,2026-08-26 08:42:09.262,0.0,1
orchard_20260826_2026-08-26-08-31-44,1787704960.771,2026-08-26 08:42:40.771,0.0,1
orchard_20260826_2026-08-26-08-31-44,1787704961.172,2026-08-26 08:42:41.172,0.401,1
orchard_20260826_2026-08-26-08-31-44,1787704961.373,2026-08-26 08:42:41.373,0.0,1
orchard_20260826_2026-08-26-08-31-44,1787704962.175,2026-08-26 08:42:42.175,0.401,1
orchard_20260826_2026-08-26-08-31-44,1787704962.175,2026-08-26 08:42:42.175,0.0,1
orchard_20260826_2026-08-26-08-31-44,1787705012.343,2026-08-26 08:43:32.343,0.0,1
orchard_20260826_2026-08-26-08-31-44,1787705012.744,2026-08-26 08:43:32.744,0.401,1
orchard_20260826_2026-08-26-08-31-44,1787705013.346,2026-08-26 08:43:33.346,0.0,1
orchard_20260826_2026-08-26-08-31-44,1787705014.148,2026-08-26 08:43:34.148,0.401,1
orchard_20260826_2026-08-26-08-31-44,1787705014.348,2026-08-26 08:43:34.348,0.0,1
orchard_20260826_2026-08-26-08-31-44,1787705063.517,2026-08-26 08:44:23.517,0.0,1
orchard_20260826_2026-08-26-08-31-44,1787705063.918,2026-08-26 08:44:23.918,0.401,1
orchard_20260826_2026-08-26-08-31-44,1787705064.519,2026-08-26 08:44:24.519,0.0,1
orchard_20260826_2026-08-26-08-31-44,1787705065.121,2026-08-26 08:44:25.121,0.401,1
orchard_20260826_2026-08-26-08-31-44,1787705065.121,2026-08-26 08:44:25.121,0.0,1
orchard_20260826_2026-08-26-08-31-44,1787705104.25,2026-08-26 08:45:04.250,0.0,1
orchard_20260826_2026-08-26-08-31-44,1787705107.059,2026-08-26 08:45:07.059,0.401,1
orchard_20260826_2026-08-26-08-31-44,1787705107.059,2026-08-26 08:45:07.059,0.0,1
quad_20260825_2026-08-25-17-03-46,1787648631.944,2026-08-25 17:03:51.944,0.0,1
quad_20260825_2026-08-25-17-03-46,1787648632.545,2026-08-25 17:03:52.545,0.401,1
quad_20260825_2026-08-25-17-03-46,1787648632.946,2026-08-25 17:03:52.946,0.0,1
quad_20260825_2026-08-25-17-03-46,1787648633.547,2026-08-25 17:03:53.547,0.401,1
quad_20260825_2026-08-25-17-03-46,1787648633.547,2026-08-25 17:03:53.547,0.0,1
quad_20260825_2026-08-25-17-03-46,1787648657.285,2026-08-25 17:04:17.285,0.889,1
quad_20260825_2026-08-25-17-03-46,1787648703.794,2026-08-25 17:05:03.794,0.0,1
quad_20260825_2026-08-25-17-03-46,1787648704.195,2026-08-25 17:05:04.195,0.4,1
quad_20260825_2026-08-25-17-03-46,1787648704.596,2026-08-25 17:05:04.596,0.0,1
quad_20260825_2026-08-25-17-03-46,1787648705.197,2026-08-25 17:05:05.197,0.401,1
quad_20260825_2026-08-25-17-03-46,1787648705.397,2026-08-25 17:05:05.397,0.0,1
quad_20260825_2026-08-25-17-03-46,1787648706.198,2026-08-25 17:05:06.198,0.4,1
quad_20260825_2026-08-25-17-03-46,1787648706.399,2026-08-25 17:05:06.399,0.0,1
quad_20260825_2026-08-25-17-03-46,1787648707.2,2026-08-25 17:05:07.200,0.4,1
quad_20260825_2026-08-25-17-03-46,1787648707.2,2026-08-25 17:05:07.200,0.0,1
quad_20260825_2026-08-25-17-03-46,1787648730.255,2026-08-25 17:05:30.255,0.0,1
quad_20260825_2026-08-25-17-03-46,1787648752.507,2026-08-25 17:05:52.507,0.0,1
quad_20260825_2026-08-25-17-03-46,1787648752.908,2026-08-25 17:05:52.908,0.401,1
quad_20260825_2026-08-25-17-03-46,1787648752.908,2026-08-25 17:05:52.908,0.0,1
quad_20260825_2026-08-25-17-03-46,1787648814.265,2026-08-25 17:06:54.265,0.0,1
quad_20260825_2026-08-25-17-03-46,1787648814.866,2026-08-25 17:06:54.866,0.4,1
quad_20260825_2026-08-25-17-03-46,1787648815.068,2026-08-25 17:06:55.068,0.0,1
quad_20260825_2026-08-25-17-03-46,1787648815.869,2026-08-25 17:06:55.869,0.4,1
quad_20260825_2026-08-25-17-03-46,1787648815.869,2026-08-25 17:06:55.869,0.0,1
quad_20260825_2026-08-25-17-03-46,1787648816.87,2026-08-25 17:06:56.870,0.4,1
quad_20260825_2026-08-25-17-03-46,1787648816.871,2026-08-25 17:06:56.871,0.0,1
quad_20260825_2026-08-25-17-03-46,1787648825.888,2026-08-25 17:07:05.888,0.401,1
quad_20260825_2026-08-25-17-03-46,1787648829.31,2026-08-25 17:07:09.310,0.214,1
quad_20260825_2026-08-25-17-03-46,1787648829.497,2026-08-25 17:07:09.497,0.187,1
quad_20260825_2026-08-25-17-03-46,1787648832.903,2026-08-25 17:07:12.903,0.4,1
quad_20260825_2026-08-25-17-03-46,1787648898.675,2026-08-25 17:08:18.675,0.0,1
quad_20260825_2026-08-25-17-03-46,1787648899.075,2026-08-25 17:08:19.075,0.401,1
quad_20260825_2026-08-25-17-03-46,1787648899.877,2026-08-25 17:08:19.877,0.0,1
quad_20260825_2026-08-25-17-03-46,1787648900.277,2026-08-25 17:08:20.277,0.4,1
quad_20260825_2026-08-25-17-03-46,1787648900.68,2026-08-25 17:08:20.680,0.0,1
quad_20260825_2026-08-25-17-03-46,1787648901.28,2026-08-25 17:08:21.280,0.4,1
quad_20260825_2026-08-25-17-03-46,1787648901.881,2026-08-25 17:08:21.881,0.0,1
quad_20260825_2026-08-25-17-03-46,1787648902.282,2026-08-25 17:08:22.282,0.4,1
quad_20260825_2026-08-25-17-03-46,1787648902.682,2026-08-25 17:08:22.682,0.0,1
quad_20260825_2026-08-25-17-03-46,1787648903.283,2026-08-25 17:08:23.283,0.4,1
quad_20260825_2026-08-25-17-03-46,1787648903.283,2026-08-25 17:08:23.283,0.0,1
quad_20260825_2026-08-25-17-03-46,1787648903.884,2026-08-25 17:08:23.884,0.4,1
quad_20260825_2026-08-25-17-03-46,1787648903.884,2026-08-25 17:08:23.884,0.0,1
quad_20260825_2026-08-25-17-03-46,1787648905.285,2026-08-25 17:08:25.285,0.4,1
quad_20260825_2026-08-25-17-03-46,1787648905.287,2026-08-25 17:08:25.287,0.001,1
quad_20260825_2026-08-25-17-03-46,1787648944.569,2026-08-25 17:09:04.569,0.197,1
quad_20260825_2026-08-25-17-03-46,1787648976.646,2026-08-25 17:09:36.646,0.196,1
quad_20260825_2026-08-25-17-03-46,1787649013.535,2026-08-25 17:10:13.535,0.001,1
r03_0824_2026-08-24-19-13-50,1787570047.517,2026-08-24 19:14:07.517,0.0,1
r03_0824_2026-08-24-19-13-50,1787570048.118,2026-08-24 19:14:08.118,0.401,1
r03_0824_2026-08-24-19-13-50,1787570048.52,2026-08-24 19:14:08.520,0.0,1
r03_0824_2026-08-24-19-13-50,1787570049.121,2026-08-24 19:14:09.121,0.401,1
r03_0824_2026-08-24-19-13-50,1787570049.323,2026-08-24 19:14:09.323,0.0,1
r03_0824_2026-08-24-19-13-50,1787570100.534,2026-08-24 19:15:00.534,0.0,1
r03_0824_2026-08-24-19-13-50,1787570101.136,2026-08-24 19:15:01.136,0.401,1
r03_0824_2026-08-24-19-13-50,1787570101.34,2026-08-24 19:15:01.340,0.004,1
r03_0824_2026-08-24-19-13-50,1787570148.747,2026-08-24 19:15:48.747,0.0,1
r03_0824_2026-08-24-19-13-50,1787570149.147,2026-08-24 19:15:49.147,0.4,1
r03_0824_2026-08-24-19-13-50,1787570149.348,2026-08-24 19:15:49.348,0.0,1
r03_0824_2026-08-24-19-13-50,1787570197.358,2026-08-24 19:16:37.358,0.0,1
r03_0824_2026-08-24-19-13-50,1787570198.16,2026-08-24 19:16:38.160,0.401,1
r03_0824_2026-08-24-19-13-50,1787570198.361,2026-08-24 19:16:38.361,0.0,1
r03_0824_2026-08-24-19-13-50,1787570246.372,2026-08-24 19:17:26.372,0.0,1
r03_0824_2026-08-24-19-13-50,1787570247.174,2026-08-24 19:17:27.174,0.401,1
r03_0824_2026-08-24-19-13-50,1787570247.379,2026-08-24 19:17:27.379,0.0,1
repeat5_0819_2026-08-19-17-48-18,1787132905.644,2026-08-19 17:48:25.644,0.0,1
repeat5_0819_2026-08-19-17-48-18,1787132906.246,2026-08-19 17:48:26.246,0.401,1
repeat5_0819_2026-08-19-17-48-18,1787132906.246,2026-08-19 17:48:26.246,0.0,1
repeat5_0819_2026-08-19-17-48-18,1787132957.645,2026-08-19 17:49:17.645,0.003,1
repeat5_0819_2026-08-19-17-48-18,1787132958.247,2026-08-19 17:49:18.247,0.401,1
repeat5_0819_2026-08-19-17-48-18,1787132958.247,2026-08-19 17:49:18.247,0.0,1
repeat5_0819_2026-08-19-17-48-18,1787133011.643,2026-08-19 17:50:11.643,0.0,1
repeat5_0819_2026-08-19-17-48-18,1787133012.245,2026-08-19 17:50:12.245,0.401,1
repeat5_0819_2026-08-19-17-48-18,1787133012.646,2026-08-19 17:50:12.646,0.0,1
repeat5_0819_2026-08-19-17-48-18,1787133065.64,2026-08-19 17:51:05.640,0.0,1
repeat5_0819_2026-08-19-17-48-18,1787133066.241,2026-08-19 17:51:06.241,0.401,1
repeat5_0819_2026-08-19-17-48-18,1787133066.844,2026-08-19 17:51:06.844,0.001,1
repeat5_0819_2026-08-19-17-48-18,1787133067.245,2026-08-19 17:51:07.245,0.401,1
repeat5_0819_2026-08-19-17-48-18,1787133067.245,2026-08-19 17:51:07.245,0.0,1
repeat5_0819_2026-08-19-17-48-18,1787133118.645,2026-08-19 17:51:58.645,0.0,1
repeat5_0819_2026-08-19-17-48-18,1787133120.851,2026-08-19 17:52:00.851,0.401,1
repeat5_0819_2026-08-19-17-48-18,1787133120.851,2026-08-19 17:52:00.851,0.0,1
repeat5_0819_2026-08-19-17-48-18,1787133121.453,2026-08-19 17:52:01.453,0.401,1
repeat5_0819_2026-08-19-17-48-18,1787133121.453,2026-08-19 17:52:01.453,0.0,1
repeat5_0819_2026-08-19-17-48-18,1787133168.84,2026-08-19 17:52:48.840,0.001,1
repeat5_0819_2026-08-19-17-48-18,1787133169.241,2026-08-19 17:52:49.241,0.401,1
repeat5_0819_2026-08-19-17-48-18,1787133169.241,2026-08-19 17:52:49.241,0.0,1
repeat5_0819_2026-08-19-17-48-18,1787133169.642,2026-08-19 17:52:49.642,0.401,1
repeat5_0819_2026-08-19-17-48-18,1787133169.642,2026-08-19 17:52:49.642,0.0,1
repeat5_0819_2026-08-19-17-48-18,1787133170.244,2026-08-19 17:52:50.244,0.401,1
repeat5_0819_2026-08-19-17-48-18,1787133170.244,2026-08-19 17:52:50.244,0.0,1
repeat5_0819_2026-08-19-17-48-18,1787133172.25,2026-08-19 17:52:52.250,0.401,1
repeat5_0819_2026-08-19-17-48-18,1787133172.25,2026-08-19 17:52:52.250,0.0,1
repeat5_0819_2026-08-19-17-48-18,1787133222.632,2026-08-19 17:53:42.632,0.0,1
repeat5_0819_2026-08-19-17-48-18,1787133223.033,2026-08-19 17:53:43.033,0.401,1
repeat5_0819_2026-08-19-17-48-18,1787133223.234,2026-08-19 17:53:43.234,0.0,1
repeat5_0819_2026-08-19-17-48-18,1787133224.237,2026-08-19 17:53:44.237,0.402,1
repeat5_0819_2026-08-19-17-48-18,1787133224.44,2026-08-19 17:53:44.440,0.0,1
repeat5_0819_2026-08-19-17-48-18,1787133275.625,2026-08-19 17:54:35.625,0.0,1
repeat5_0819_2026-08-19-17-48-18,1787133276.026,2026-08-19 17:54:36.026,0.4,1
repeat5_0819_2026-08-19-17-48-18,1787133276.628,2026-08-19 17:54:36.628,0.0,1
repeat5_0819_2026-08-19-17-48-18,1787133277.229,2026-08-19 17:54:37.229,0.401,1
repeat5_0819_2026-08-19-17-48-18,1787133277.23,2026-08-19 17:54:37.230,0.0,1
repeat5_0819_2026-08-19-17-48-18,1787133329.82,2026-08-19 17:55:29.820,0.0,1
repeat5_0819_2026-08-19-17-48-18,1787133330.221,2026-08-19 17:55:30.221,0.401,1
repeat5_0819_2026-08-19-17-48-18,1787133330.221,2026-08-19 17:55:30.221,0.0,1
repeat5_0819_2026-08-19-17-48-18,1787133330.622,2026-08-19 17:55:30.622,0.401,1
repeat5_0819_2026-08-19-17-48-18,1787133330.622,2026-08-19 17:55:30.622,0.0,1
repeat5_0819_2026-08-19-17-48-18,1787133331.224,2026-08-19 17:55:31.224,0.401,1
repeat5_0819_2026-08-19-17-48-18,1787133331.224,2026-08-19 17:55:31.224,0.0,1
repeat5_0819_2026-08-19-17-48-18,1787133382.616,2026-08-19 17:56:22.616,0.0,1
repeat5_0819_2026-08-19-17-48-18,1787133383.218,2026-08-19 17:56:23.218,0.401,1
repeat5_0819_2026-08-19-17-48-18,1787133383.218,2026-08-19 17:56:23.218,0.0,1
repeat5_0819_2026-08-19-17-48-18,1787133384.221,2026-08-19 17:56:24.221,0.401,1
repeat5_0819_2026-08-19-17-48-18,1787133384.221,2026-08-19 17:56:24.221,0.0,1
repeat5_0819_2026-08-19-17-48-18,1787133385.226,2026-08-19 17:56:25.226,0.404,1
repeat5_0819_2026-08-19-17-48-18,1787133385.226,2026-08-19 17:56:25.226,0.0,1
repeat5_0819_2026-08-19-17-48-18,1787133386.428,2026-08-19 17:56:26.428,0.401,1
repeat5_0819_2026-08-19-17-48-18,1787133386.428,2026-08-19 17:56:26.428,0.0,1
repeat5_0819_2026-08-19-17-48-18,1787133436.612,2026-08-19 17:57:16.612,0.0,1
repeat5_0819_2026-08-19-17-48-18,1787133437.213,2026-08-19 17:57:17.213,0.401,1
repeat5_0819_2026-08-19-17-48-18,1787133437.414,2026-08-19 17:57:17.414,0.0,1
repeat5_0819_2026-08-19-17-48-18,1787133438.216,2026-08-19 17:57:18.216,0.401,1
repeat5_0819_2026-08-19-17-48-18,1787133438.216,2026-08-19 17:57:18.216,0.0,1
repeat5_0819_2026-08-19-17-48-18,1787133439.219,2026-08-19 17:57:19.219,0.401,1
repeat5_0819_2026-08-19-17-48-18,1787133439.219,2026-08-19 17:57:19.219,0.0,1
repeat5_0819_2026-08-19-17-48-18,1787133489.61,2026-08-19 17:58:09.610,0.0,1
repeat5_0819_2026-08-19-17-48-18,1787133490.211,2026-08-19 17:58:10.211,0.4,1
repeat5_0819_2026-08-19-17-48-18,1787133490.415,2026-08-19 17:58:10.415,0.003,1
repeat5_0819_2026-08-19-17-48-18,1787133541.606,2026-08-19 17:59:01.606,0.001,1
repeat5_0819_2026-08-19-17-48-18,1787133542.006,2026-08-19 17:59:02.006,0.4,1
repeat5_0819_2026-08-19-17-48-18,1787133542.608,2026-08-19 17:59:02.608,0.0,1
repeat5_0819_2026-08-19-17-48-18,1787133543.209,2026-08-19 17:59:03.209,0.401,1
repeat5_0819_2026-08-19-17-48-18,1787133543.209,2026-08-19 17:59:03.209,0.0,1
repeat_0824_2026-08-24-17-15-53,1787562956.581,2026-08-24 17:15:56.581,0.0,1
repeat_0824_2026-08-24-17-15-53,1787562956.981,2026-08-24 17:15:56.981,0.4,1
repeat_0824_2026-08-24-17-15-53,1787562957.586,2026-08-24 17:15:57.586,0.002,1
repeat_0824_2026-08-24-17-15-53,1787562958.187,2026-08-24 17:15:58.187,0.401,1
repeat_0824_2026-08-24-17-15-53,1787562958.187,2026-08-24 17:15:58.187,0.0,1
repeat_0824_2026-08-24-17-15-53,1787563008.577,2026-08-24 17:16:48.577,0.0,1
repeat_0824_2026-08-24-17-15-53,1787563009.179,2026-08-24 17:16:49.179,0.401,1
repeat_0824_2026-08-24-17-15-53,1787563009.179,2026-08-24 17:16:49.179,0.0,1
repeat_0824_2026-08-24-17-15-53,1787563058.574,2026-08-24 17:17:38.574,0.0,1
repeat_0824_2026-08-24-17-15-53,1787563059.175,2026-08-24 17:17:39.175,0.401,1
repeat_0824_2026-08-24-17-15-53,1787563059.176,2026-08-24 17:17:39.176,0.001,1
repeat_0824_2026-08-24-17-15-53,1787563107.568,2026-08-24 17:18:27.568,0.0,1
repeat_0824_2026-08-24-17-15-53,1787563108.17,2026-08-24 17:18:28.170,0.401,1
repeat_0824_2026-08-24-17-15-53,1787563108.17,2026-08-24 17:18:28.170,0.0,1
repeat_0824_2026-08-24-17-15-53,1787563153.762,2026-08-24 17:19:13.762,0.0,1
repeat_0824_2026-08-24-17-15-53,1787563154.163,2026-08-24 17:19:14.163,0.401,1
repeat_0824_2026-08-24-17-15-53,1787563154.565,2026-08-24 17:19:14.565,0.001,1
repeat_0824_2026-08-24-17-15-53,1787563155.166,2026-08-24 17:19:15.166,0.401,1
repeat_0824_2026-08-24-17-15-53,1787563155.166,2026-08-24 17:19:15.166,0.0,1
repeat_0824_2026-08-24-17-15-53,1787563155.567,2026-08-24 17:19:15.567,0.401,1
repeat_0824_2026-08-24-17-15-53,1787563155.568,2026-08-24 17:19:15.568,0.001,1
repeat_0824_2026-08-24-17-15-53,1787563156.17,2026-08-24 17:19:16.170,0.401,1
repeat_0824_2026-08-24-17-15-53,1787563156.17,2026-08-24 17:19:16.170,0.0,1
repeat_0824_2026-08-24-17-15-53,1787563204.361,2026-08-24 17:20:04.361,0.0,1
repeat_0824_2026-08-24-17-15-53,1787563205.164,2026-08-24 17:20:05.164,0.401,1
repeat_0824_2026-08-24-17-15-53,1787563205.365,2026-08-24 17:20:05.365,0.0,1
repeat_0824_2026-08-24-17-15-53,1787563257.557,2026-08-24 17:20:57.557,0.0,1
repeat_0824_2026-08-24-17-15-53,1787563258.159,2026-08-24 17:20:58.159,0.401,1
repeat_0824_2026-08-24-17-15-53,1787563258.36,2026-08-24 17:20:58.360,0.0,1
repeat_0824_2026-08-24-17-15-53,1787563309.555,2026-08-24 17:21:49.555,0.0,1
repeat_0824_2026-08-24-17-15-53,1787563310.156,2026-08-24 17:21:50.156,0.401,1
repeat_0824_2026-08-24-17-15-53,1787563310.357,2026-08-24 17:21:50.357,0.001,1
repeat_0824_2026-08-24-17-15-53,1787563363.351,2026-08-24 17:22:43.351,0.0,1
repeat_0824_2026-08-24-17-15-53,1787563364.154,2026-08-24 17:22:44.154,0.401,1
repeat_0824_2026-08-24-17-15-53,1787563364.355,2026-08-24 17:22:44.355,0.0,1
repeat_0824_2026-08-24-17-15-53,1787563416.551,2026-08-24 17:23:36.551,0.0,1
repeat_0824_2026-08-24-17-15-53,1787563417.153,2026-08-24 17:23:37.153,0.401,1
repeat_0824_2026-08-24-17-15-53,1787563417.153,2026-08-24 17:23:37.153,0.0,1
repeat_0824_2026-08-24-17-15-53,1787563469.546,2026-08-24 17:24:29.546,0.0,1
repeat_0824_2026-08-24-17-15-53,1787563470.147,2026-08-24 17:24:30.147,0.401,1
repeat_0824_2026-08-24-17-15-53,1787563470.551,2026-08-24 17:24:30.551,0.0,1
repeat_0824_2026-08-24-17-15-53,1787563521.541,2026-08-24 17:25:21.541,0.0,1
repeat_0824_2026-08-24-17-15-53,1787563522.142,2026-08-24 17:25:22.142,0.401,1
repeat_0824_2026-08-24-17-15-53,1787563522.344,2026-08-24 17:25:22.344,0.001,1
repeat_0824_2026-08-24-17-15-53,1787563523.145,2026-08-24 17:25:23.145,0.401,1
repeat_0824_2026-08-24-17-15-53,1787563523.145,2026-08-24 17:25:23.145,0.0,1
repeat_0824_2026-08-24-17-15-53,1787563524.148,2026-08-24 17:25:24.148,0.401,1
repeat_0824_2026-08-24-17-15-53,1787563524.148,2026-08-24 17:25:24.148,0.0,1
repeat_0824_2026-08-24-17-15-53,1787563574.541,2026-08-24 17:26:14.541,0.001,1
repeat_0824_2026-08-24-17-15-53,1787563575.142,2026-08-24 17:26:15.142,0.401,1
repeat_0824_2026-08-24-17-15-53,1787563575.546,2026-08-24 17:26:15.546,0.003,1
repeat_0824_2026-08-24-17-15-53,1787563576.148,2026-08-24 17:26:16.148,0.401,1
repeat_0824_2026-08-24-17-15-53,1787563576.348,2026-08-24 17:26:16.348,0.0,1
run_20260826_2026-08-26-19-52-27,1787745171.533,2026-08-26 19:52:51.533,0.0,1
run_20260826_2026-08-26-19-52-27,1787745171.934,2026-08-26 19:52:51.934,0.401,1
run_20260826_2026-08-26-19-52-27,1787745172.336,2026-08-26 19:52:52.336,0.0,1
run_20260826_2026-08-26-19-52-27,1787745172.938,2026-08-26 19:52:52.938,0.401,1
run_20260826_2026-08-26-19-52-27,1787745173.139,2026-08-26 19:52:53.139,0.001,1
run_20260826_2026-08-26-19-52-27,1787745173.941,2026-08-26 19:52:53.941,0.401,1
run_20260826_2026-08-26-19-52-27,1787745173.942,2026-08-26 19:52:53.942,0.001,1
run_20260826_2026-08-26-19-52-27,1787745224.321,2026-08-26 19:53:44.321,0.0,1
run_20260826_2026-08-26-19-52-27,1787745224.922,2026-08-26 19:53:44.922,0.401,1
run_20260826_2026-08-26-19-52-27,1787745225.326,2026-08-26 19:53:45.326,0.0,1
run_20260826_2026-08-26-19-52-27,1787745268.476,2026-08-26 19:54:28.476,0.0,1
run_20260826_2026-08-26-19-52-27,1787745287.347,2026-08-26 19:54:47.347,0.001,1
run_20260826_2026-08-26-19-52-27,1787745287.748,2026-08-26 19:54:47.748,0.401,1
run_20260826_2026-08-26-19-52-27,1787745287.748,2026-08-26 19:54:47.748,0.0,1
run_20260826_2026-08-26-19-56-35,1787745420.066,2026-08-26 19:57:00.066,0.0,1
run_20260826_2026-08-26-19-56-35,1787745420.467,2026-08-26 19:57:00.467,0.401,1
run_20260826_2026-08-26-19-56-35,1787745420.668,2026-08-26 19:57:00.668,0.0,1
run_20260826_2026-08-26-19-56-35,1787745425.681,2026-08-26 19:57:05.681,0.401,1
run_20260826_2026-08-26-19-56-35,1787745425.682,2026-08-26 19:57:05.682,0.001,1
run_20260826_2026-08-26-19-56-35,1787745440.127,2026-08-26 19:57:20.127,0.401,1
run_20260826_2026-08-26-19-56-35,1787745512.181,2026-08-26 19:58:32.181,0.401,1
run_20260826_2026-08-26-19-56-35,1787745532.464,2026-08-26 19:58:52.464,0.0,1
run_20260826_2026-08-26-19-56-35,1787745533.066,2026-08-26 19:58:53.066,0.401,1
run_20260826_2026-08-26-19-56-35,1787745533.269,2026-08-26 19:58:53.269,0.003,1
run_20260826_2026-08-26-19-56-35,1787745535.675,2026-08-26 19:58:55.675,0.401,1
run_20260826_2026-08-26-19-56-35,1787745535.675,2026-08-26 19:58:55.675,0.0,1
run_20260826_2026-08-26-19-56-35,1787745537.682,2026-08-26 19:58:57.682,0.402,1
run_20260826_2026-08-26-20-01-01,1787745689.658,2026-08-26 20:01:29.658,0.001,1
run_20260826_2026-08-26-20-01-01,1787745690.26,2026-08-26 20:01:30.260,0.401,1
run_20260826_2026-08-26-20-01-01,1787745690.26,2026-08-26 20:01:30.260,0.0,1
run_20260826_2026-08-26-20-01-01,1787745690.661,2026-08-26 20:01:30.661,0.401,1
run_20260826_2026-08-26-20-01-01,1787745690.662,2026-08-26 20:01:30.662,0.001,1
run_20260826_2026-08-26-20-01-01,1787745733.834,2026-08-26 20:02:13.834,0.003,1
run_20260826_2026-08-26-20-01-01,1787745763.548,2026-08-26 20:02:43.548,0.0,1
run_20260826_2026-08-26-20-01-01,1787745764.149,2026-08-26 20:02:44.149,0.401,1
run_20260826_2026-08-26-20-01-01,1787745764.354,2026-08-26 20:02:44.354,0.0,1
run_20260826_2026-08-26-20-01-01,1787745800.509,2026-08-26 20:03:20.509,0.0,1
run_20260826_2026-08-26-20-01-01,1787745835.655,2026-08-26 20:03:55.655,0.0,1
run_20260826_2026-08-26-20-01-01,1787745836.256,2026-08-26 20:03:56.256,0.401,1
run_20260826_2026-08-26-20-01-01,1787745836.257,2026-08-26 20:03:56.257,0.0,1
run_20260826_2026-08-26-20-01-01,1787745875.424,2026-08-26 20:04:35.424,0.0,1
run_20260826_2026-08-26-20-01-01,1787745911.189,2026-08-26 20:05:11.189,0.0,1
run_20260826_2026-08-26-20-01-01,1787745951.163,2026-08-26 20:05:51.163,0.0,1
run_20260826_2026-08-26-20-01-01,1787745951.965,2026-08-26 20:05:51.965,0.401,1
run_20260826_2026-08-26-20-01-01,1787745951.966,2026-08-26 20:05:51.966,0.001,1
