t_ref,t_rec,hdg_deg,dpsi_deg,dpsi_imu_deg,gyro_inc_deg,gz_cum_deg,hd_ok,quality,sats,gz_max,course_deg,speed_ms,course_minus_hdgyaw,yaw_in_deg,meas_state,meas_published,meas_used_yaw_deg,meas_hold_count,meas_valid,meas_reanchor,meas_fallback_b,gate_delta_deg,gate_budget_deg,anchor_t_ref,age_since_anchor_s,node_state_both,node_state_gated,dev_stock,dev_stock_published,dev_gated,dev_gated_published,dev_meas,dev_meas_published,dev_both,dev_both_published
1520.08,1524.3,262.725,0.3041,0.005,0.00243077,-318.098,1,4,21,0.0027,153.435,0.0110971,-33.8402,-172.725,ACCEPT,1,-172.725,0,1,0,0,-0.3041,17.0054,1520.08,0,accept (re-anchored by gyro),hold,0.00194062,1,1.27279e-05,1,0.00193282,1,1.27279e-05,1
1520.28,1524.5,262.828,0.1035,0.004,0.000586709,-318.098,1,4,21,0.0045,90,0.00498753,-97.1716,-172.828,ACCEPT,1,-172.828,0,1,0,0,-0.1035,17.0054,1520.28,0,accept (re-anchored by gyro),hold,4.24264e-06,1,4.24264e-06,1,0.00064041,1,4.24264e-06,1
1520.48,1524.7,262.398,-0.4307,-0.017,7.83806e-05,-318.098,1,4,21,0.0131,-120.069,0.0546132,52.3291,-172.398,ACCEPT,1,-172.398,0,1,0,0,0.4307,17.0054,1520.48,0,accept (re-anchored by gyro),hold,0.00264479,1,1.76918e-05,1,0.00264479,1,1.76918e-05,1
1520.68,1524.9,264.79,2.3923,-0.01,0.0170969,-318.081,1,4,21,0.0082,-124.695,0.0393318,50.0948,-174.79,ACCEPT,1,-174.79,0,1,0,0,-2.3923,17.0054,1520.69,0,accept (re-anchored by gyro),hold,0.0152258,1,0.00078844,1,0.0153999,1,0.00225219,1
1520.89,1525.1,264.128,-0.6618,-0.012,-0.0122814,-318.093,1,4,21,0.0084,75.9638,0.0102565,-109.908,-174.128,ACCEPT,1,-174.128,0,1,0,0,0.6618,17.0054,1520.89,0,accept (re-anchored by gyro),hold,0.00398332,1,2.54558e-05,1,0.0040215,1,2.54558e-05,1
1521.09,1525.3,264.257,0.1291,0.003,0,-318.093,1,4,21,0.0061,-126.87,0.0124378,47.3874,-174.257,ACCEPT,1,-174.257,0,1,0,0,-0.1291,17.0054,1521.09,0,accept (re-anchored by gyro),hold,0.00082315,1,5e-06,1,0.000833049,1,5e-06,1
1521.29,1525.5,264.954,0.6962,0.006,0.00310904,-318.09,1,4,21,0.0047,-153.435,0.0111525,21.5186,-174.954,ACCEPT,1,-174.954,0,1,0,0,-0.6962,17.0054,1521.29,0,accept (re-anchored by gyro),hold,0.00447751,1,2.82843e-05,1,0.00447751,1,2.82843e-05,1
1521.49,1525.7,265.467,0.5139,-0.001,0.000850269,-318.089,1,4,21,0.0046,109.983,0.0291888,-74.5495,-175.467,ACCEPT,1,-175.467,0,1,0,0,-0.5139,17.0054,1521.49,0,accept (re-anchored by gyro),hold,2.05183e-05,1,2.05183e-05,1,0.00333403,1,0.000454683,1
1521.69,1525.9,264.805,-0.6623,-0.004,0,-318.089,1,4,21,0.0028,69.444,0.0212537,-115.751,-174.805,ACCEPT,1,-174.805,0,1,0,0,0.6623,17.0054,1521.69,0,accept (re-anchored by gyro),hold,0.00422144,1,0.000386083,1,0.00420517,1,0.000386083,1
1521.89,1526.1,264.497,-0.3082,0.001,-0.00363651,-318.093,1,4,21,0.0027,0,0.00497512,174.497,-174.497,ACCEPT,1,-174.497,0,1,0,0,0.3082,17.0054,1521.89,0,accept (re-anchored by gyro),hold,1.27279e-05,1,1.27279e-05,1,1.27279e-05,1,1.27279e-05,1
1522.09,1526.3,264.526,0.0293,-0.004,-0.000115508,-318.093,1,4,21,0.0033,116.565,0.00556236,-68.9087,-174.526,ACCEPT,1,-174.526,0,1,0,0,-0.0293,17.0054,1522.09,0,accept (re-anchored by gyro),hold,0.000135772,1,0,1,0.000135772,1,0,1
1522.29,1526.51,264.804,0.2779,-0.002,-0.0138907,-318.107,1,4,21,0.0072,146.31,0.0089914,-38.886,-174.804,ACCEPT,1,-174.804,0,1,0,0,-0.2779,17.0054,1522.29,0,accept (re-anchored by gyro),hold,1.13137e-05,1,9.89949e-06,1,0.00170416,1,9.89949e-06,1
1522.49,1526.71,264.691,-0.1128,-0.011,0.00596512,-318.101,1,4,21,0.0074,-63.4349,0.00557623,111.256,-174.691,ACCEPT,1,-174.691,0,1,0,0,0.1128,17.0054,1522.49,0,accept (re-anchored by gyro),hold,4.03113e-05,1,4.24264e-06,1,0.000692267,1,4.24264e-06,1
1522.69,1526.91,264.443,-0.2478,0.003,0.00249282,-318.098,1,4,21,0.0041,0,0.00746269,174.443,-174.444,ACCEPT,1,-174.444,0,1,0,0,0.2478,17.0054,1522.69,0,accept (re-anchored by gyro),hold,4.59674e-05,1,9.89949e-06,1,9.89949e-06,1,9.89949e-06,1
1522.89,1527.11,263.917,-0.5267,0.004,-0.002343,-318.1,1,4,21,0.0031,123.69,0.00896903,-62.3931,-173.917,ACCEPT,1,-173.917,0,1,0,0,0.5267,17.0054,1522.89,0,accept (re-anchored by gyro),hold,0.00337324,1,2.05183e-05,1,2.12132e-05,1,2.12132e-05,1
1523.1,1527.31,264.51,0.5937,-0.003,0.00444632,-318.096,1,4,21,0.0029,90,0.00248756,-95.4895,-174.51,ACCEPT,1,-174.51,0,1,0,0,-0.5937,17.0054,1523.1,0,accept (re-anchored by gyro),hold,2.33452e-05,1,2.33452e-05,1,2.33452e-05,1,2.33452e-05,1
1523.3,1527.51,264.196,-0.3147,0.001,-0.00159431,-318.098,1,4,21,0.0014,-71.5651,0.00788598,102.631,-174.196,ACCEPT,1,-174.196,0,1,0,0,0.3147,17.0054,1523.3,0,accept (re-anchored by gyro),hold,1.27279e-05,1,1.27279e-05,1,0.000631494,1,1.27279e-05,1
1523.5,1527.71,264.443,0.2474,0.007,0.000362281,-318.097,1,4,22,0.0024,0,0.00997506,174.443,-174.443,ACCEPT,1,-174.443,0,1,0,0,-0.2474,17.0054,1523.5,0,accept (re-anchored by gyro),hold,9.89949e-06,1,9.89949e-06,1,0.000192338,1,9.89949e-06,1
1523.7,1527.91,264.011,-0.4325,-0.003,0.00254634,-318.095,1,4,22,0.0015,-128.66,0.0159282,45.3509,-174.011,ACCEPT,1,-174.011,0,1,0,0,0.4325,17.0054,1523.7,0,accept (re-anchored by gyro),hold,1.76918e-05,1,1.76918e-05,1,1.76918e-05,1,1.76918e-05,1
1523.9,1528.11,266.093,2.0819,-0.001,-5.64936e-05,-318.095,1,4,22,0.0016,-130.601,0.0458684,45.4913,-176.093,ACCEPT,1,-176.093,0,1,0,0,-2.0819,17.0054,1523.9,0,accept (re-anchored by gyro),hold,8.34506e-05,1,8.34506e-05,1,8.34506e-05,1,8.34506e-05,1
1524.1,1528.31,266.42,0.3277,-0.009,0.00320415,-318.092,1,4,22,0.0025,-146.31,0.0089914,30.1104,-176.42,ACCEPT,1,-176.42,0,1,0,0,-0.3277,17.0054,1524.1,0,accept (re-anchored by gyro),hold,0.000943519,1,1.34536e-05,1,0.000943519,1,1.34536e-05,1
1524.3,1528.51,266.406,-0.0145,-0.004,-0.000104049,-318.092,1,4,22,0.0015,60.2551,0.0201054,-123.339,-176.406,ACCEPT,1,-176.406,0,1,0,0,0.0145,17.0054,1524.3,0,accept (re-anchored by gyro),hold,2.26274e-05,1,1e-06,1,2.26274e-05,1,1e-06,1
1524.5,1528.71,265.895,-0.5109,-0.005,0.00215071,-318.09,1,4,21,0.0017,55.3048,0.0393318,-128.8,-175.895,ACCEPT,1,-175.895,0,1,0,0,0.5109,17.0054,1524.5,0,accept (re-anchored by gyro),hold,0.000229837,1,1.9799e-05,1,0.000229837,1,1.9799e-05,1
1524.7,1528.91,264.811,-1.0841,-0.001,0.00143658,-318.088,1,4,21,0.0102,-151.699,0.03682,23.1116,-174.811,ACCEPT,1,-174.811,0,1,0,0,1.0841,17.0054,1524.7,0,accept (re-anchored by gyro),hold,4.31393e-05,1,4.24264e-05,1,4.31393e-05,1,4.24264e-05,1
1524.9,1529.12,265.614,0.8035,-0,0.00139475,-318.087,1,4,21,0.0059,-157.345,0.309219,18.2695,-175.614,ACCEPT,1,-175.614,0,1,0,0,-0.8035,17.0054,1524.9,0,accept (re-anchored by gyro),hold,3.18277e-05,1,3.18277e-05,1,3.18277e-05,1,3.18277e-05,1
1525.1,1529.32,268.275,2.6606,0.021,-0.00863321,-318.095,1,4,21,0.0049,-156.147,0.65495,22.1275,-178.275,ACCEPT,1,-178.275,0,1,0,0,-2.6606,17.0054,1525.1,0,accept (re-anchored by gyro),hold,0.00584493,1,0.000104805,1,0.000104139,1,0.0168728,1
1525.31,1529.52,267.062,-1.2129,0.055,-0.058921,-318.154,1,4,21,0.0057,-151.911,1.04609,25.1505,-177.062,ACCEPT,1,-177.062,0,1,0,0,1.2129,17.0054,1525.31,0,accept (re-anchored by gyro),hold,0.00137064,1,0.00136849,1,0.00136991,1,4.95177e-05,1
1525.51,1529.72,270.548,3.4865,0.115,-0.143234,-318.297,1,4,13,0.0165,-150.363,1.644,30.1856,179.452,ACCEPT,1,179.452,0,1,0,0,-3.4865,17.0054,1525.51,0,accept (re-anchored by gyro),hold,0.000133544,1,0.000133544,1,0.000133544,1,0.000133544,1
1525.71,1529.92,278.864,8.3156,0.225,-0.223692,-318.521,1,4,13,0.0245,-152.667,2.08012,36.1971,171.136,ACCEPT,1,171.136,0,1,0,0,-8.3156,17.0054,1525.71,0,accept (re-anchored by gyro),hold,0.000322591,1,0.000322591,1,0.000322591,1,0.052719,1
1525.91,1530.12,280.541,1.6771,0.236,-0.0722316,-318.593,1,4,13,0.0253,-155.566,2.3033,34.9749,169.459,ACCEPT,1,169.459,0,1,0,0,-1.6771,17.0054,1525.91,0,accept (re-anchored by gyro),hold,6.00333e-05,1,0.00193247,1,5.95399e-05,1,6.00333e-05,1
1526.11,1530.32,283.547,3.0055,0.25,-0.385129,-318.979,1,4,13,0.0285,-154.198,2.42318,39.3489,166.453,ACCEPT,1,166.453,0,1,0,0,-3.0055,17.0054,1526.11,0,accept (re-anchored by gyro),hold,0.00484472,1,0.000110463,1,0.00484472,1,0.0179826,1
1526.31,1530.52,284.628,1.0813,0.289,-0.280937,-319.259,1,4,13,0.037,-158.199,2.26391,36.4294,165.372,ACCEPT,1,165.372,0,1,0,0,-1.0813,17.0054,1526.31,0,accept (re-anchored by gyro),hold,0.000462952,1,3.1305e-05,1,0.000462952,1,3.08707e-05,1
1526.51,1530.72,283.3,-1.3276,0.295,-0.358018,-319.617,1,4,10,0.0351,-161.61,2.02354,31.6907,166.7,ACCEPT,1,166.7,0,1,0,0,1.3276,17.0054,1526.51,0,accept (re-anchored by gyro),hold,6.52993e-05,1,6.52993e-05,1,6.08276e-05,1,6.52993e-05,1
1526.71,1530.92,268.125,-15.1753,0.316,-0.277597,-319.895,1,4,10,0.035,-151.798,2.14772,26.3267,-178.125,ACCEPT,1,-178.125,0,1,0,0,15.1753,17.0054,1526.71,0,accept (re-anchored by gyro),hold,0.000616118,1,0.000616118,1,0.000616118,1,0.000616118,1
1526.91,1531.12,279.253,11.1275,0.232,-0.224748,-320.12,1,4,10,0.0251,-161.287,1.78333,27.9656,170.747,ACCEPT,1,170.747,0,1,0,0,-11.1275,17.0054,1526.91,0,accept (re-anchored by gyro),hold,0.000431836,1,0.000430465,1,0.000430465,1,0.0700541,1
1527.11,1531.33,242.585,-36.6672,0.229,-0.216062,-320.336,1,4,10,0.0233,-164.112,1.71735,-11.5262,-152.585,HOLD,1,170.747,1,1,0,0,36.6672,17.0054,1526.91,0.201306,accept (re-anchored by gyro),hold,0.00146346,1,0.229557,1,0.229972,1,0.230589,1
1527.31,1531.53,242.585,0,0.282,-0.238856,-320.575,1,4,10,0.0327,-153.352,2.29614,-0.76627,-152.585,HOLD,1,170.747,2,1,0,0,36.6672,17.0054,1526.91,0.401841,accept (re-anchored by gyro),hold,1.83848e-05,1,0.229558,1,0.229996,1,0.231058,1
1527.51,1531.73,242.585,0,0.279,-0.336526,-320.911,1,5,6,0.0359,150.204,1.38511,-57.2107,-152.585,NOPUB,0,nan,2,0,0,0,37.4586,17.0744,1526.91,0.602529,accept (re-anchored by gyro),hold,9.84886e-06,1,0.229557,1,0.231515,1,0.231506,1
1527.71,1531.93,270.584,27.9986,-0.138,0.0238772,-320.887,1,5,6,0.0177,-171.437,0.653167,9.14722,179.416,ACCEPT,1,179.416,0,1,1,0,9.43617,17.0974,1527.71,0,accept (re-anchored by gyro),stale (withholding /odometry/gps),0.00112239,1,0.00111317,1,0.000176182,1,0.000175548,1
1527.91,1532.13,270.584,0,-0.534,0.607322,-320.28,1,5,6,0.0666,161.194,2.78647,-18.2221,179.416,ACCEPT,1,179.416,0,1,0,0,0,17.0054,1527.92,0,accept (re-anchored by gyro),accept (re-anchored by gyro),2.98329e-05,1,0.00163799,1,0.000731744,1,0.00259378,1
1528.12,1532.33,270.584,0,-1.055,0.882527,-319.398,1,5,6,0.1106,149.648,3.8743,-29.7678,179.416,ACCEPT,1,179.416,0,1,0,0,0,17.0054,1528.12,0,accept (re-anchored by gyro),accept (re-anchored by gyro),4.54533e-05,1,0.000965412,1,0.000964641,1,0.00446836,1
1528.32,1532.53,270.584,0,-1.914,1.88013,-317.517,1,5,6,0.2021,-157.636,2.92311,22.9482,179.416,ACCEPT,1,179.416,0,1,0,0,0,17.0054,1528.32,0,accept (re-anchored by gyro),accept (re-anchored by gyro),7.88733e-05,1,7.88733e-05,1,7.88733e-05,1,0.00889511,1
1528.52,1532.73,270.584,0,-2.429,2.77323,-314.744,1,2,17,0.226,-148.304,3.57867,32.2804,179.416,ACCEPT,1,179.416,0,1,0,0,0,17.0054,1528.52,0,accept (re-anchored by gyro),accept (re-anchored by gyro),9.23147e-05,1,9.73088e-05,1,9.73088e-05,1,0.013926,1
1528.72,1532.93,270.584,0,-2.85,2.73074,-312.013,1,2,17,0.2688,-145.749,3.74406,34.835,179.416,ACCEPT,1,179.416,0,1,0,0,0,17.0054,1528.72,0,accept (re-anchored by gyro),accept (re-anchored by gyro),0.000116516,1,0.000116516,1,0.000116516,1,0.0155802,1
1528.92,1533.13,270.584,0,-2.865,2.69853,-309.315,1,2,17,0.2796,-140.626,3.80363,39.9578,179.416,ACCEPT,1,179.416,0,1,0,0,0,17.0054,1528.92,0,accept (re-anchored by gyro),accept (re-anchored by gyro),0.000108706,1,0.00490125,1,0.000117924,1,0.0142107,1
1529.12,1533.33,270.584,0,-2.904,2.59606,-306.719,1,2,17,0.2774,-138.038,3.78359,42.546,179.416,ACCEPT,1,179.416,0,1,0,0,0,17.0054,1529.12,0,accept (re-anchored by gyro),accept (re-anchored by gyro),0.000110887,1,0.00130138,1,0.000115884,1,0.00011729,1
1529.32,1533.53,270.584,0,-2.93,3.65567,-303.063,1,2,17,0.2679,-103.621,4.58532,76.9634,179.416,ACCEPT,1,179.416,0,1,0,0,0,17.0054,1529.32,0,accept (re-anchored by gyro),accept (re-anchored by gyro),0.000116516,1,0.000116516,1,0.000116516,1,0.0137518,1
1529.52,1533.73,115.287,-155.297,-2.811,0,-303.063,1,5,21,0.2508,-101.84,4.65514,-76.5526,-25.2871,HOLD,1,179.416,1,1,0,0,155.297,17.0054,1529.32,0.200626,accept (re-anchored by gyro),accept (re-anchored by gyro),0.00607677,1,0.714148,1,0.714149,1,0.711672,1
1529.72,1533.94,115.598,0.3105,-2.666,4.43605,-298.627,1,5,21,0.2416,-131.073,3.67256,-105.475,-25.5976,HOLD,1,179.416,2,1,0,0,154.986,17.0054,1529.32,0.401301,accept (re-anchored by gyro),hold,7.9555e-05,1,0.713721,1,0.713723,1,0.711743,1
1529.92,1534.14,116.165,0.5679,-2.561,3.2175,-295.41,1,5,21,0.2321,-128.537,3.59856,-102.372,-26.1655,NOPUB,0,nan,2,0,0,0,146.765,17.0744,1529.32,0.601982,accept (re-anchored by gyro),hold,0.000125634,1,0.712927,1,0.70913,1,0.709131,1
1530.13,1534.34,116.488,0.3225,-2.444,2.38796,-293.022,1,5,21,0.2133,-126.791,3.57921,-100.303,-26.488,NOPUB,0,nan,2,0,0,0,144.054,17.0977,1529.32,0.806001,accept (re-anchored by gyro),stale (withholding /odometry/gps),0.000108908,1,0.712468,1,0.704685,1,0.706099,1
1530.33,1534.54,116.76,0.2716,-2.168,0.605778,-292.416,1,5,21,0.2113,-147.843,8.17126,-121.083,-26.7596,NOPUB,0,nan,2,0,0,0,143.177,17.1207,1529.32,1.00669,accept (re-anchored by gyro),stale (withholding /odometry/gps),9.43663e-05,1,nan,0,0.700834,1,0.700834,1
1530.53,1534.74,117.101,0.3411,-1.915,3.72591,-288.69,1,4,22,0.1739,-138.025,15.4653,-110.924,-27.1007,NOPUB,0,nan,2,0,0,0,139.11,17.1437,1529.32,1.20731,accept (re-anchored by gyro),stale (withholding /odometry/gps),0.246639,1,0.376381,1,0.325878,1,0.327615,1
1530.53,1534.74,117.101,0.3411,-1.915,0,-288.69,1,4,22,0.1739,-138.025,15.4653,-110.924,-118.595,NOPUB,0,nan,2,0,0,0,47.6155,17.1438,1529.32,1.20773,accept (re-anchored by gyro),stale (withholding /odometry/gps),0.246639,1,0.376381,1,0.325878,1,0.327615,1
1530.73,1534.94,207.132,-1.4634,-1.631,1.55597,-287.134,1,4,22,0.1614,-120.617,3.80973,-3.48539,-117.132,NOPUB,0,nan,2,0,0,0,47.5229,17.1668,1529.32,1.40841,accept (re-anchored by gyro),stale (withholding /odometry/gps),0.00158061,1,0.384353,1,0.325186,1,0.326964,1
1530.93,1535.14,206.437,-0.6945,-1.465,1.31033,-285.824,1,4,22,0.1397,-119.453,2.6206,-3.01516,-116.437,NOPUB,0,nan,2,0,0,0,46.9071,17.1898,1529.32,1.60903,accept (re-anchored by gyro),stale (withholding /odometry/gps),4.12311e-05,1,0.388115,1,0.321023,1,0.323461,1
1531.33,1535.55,205.127,-1.3107,-3.184,3.41014,-282.414,1,4,22,0.1849,-117.852,3.9614,-2.72568,-115.127,NOPUB,0,nan,2,0,0,0,44.8077,17.2358,1529.32,2.01111,accept (re-anchored by gyro),stale (withholding /odometry/gps),0.00530365,1,0.405467,1,0.322647,1,0.322647,1
1531.33,1535.55,205.127,-1.3107,-3.184,0,-282.414,1,4,22,0.1849,-117.852,3.9614,-2.72568,-113.199,NOPUB,0,nan,2,0,0,0,46.7354,17.2359,1529.32,2.01151,accept (re-anchored by gyro),stale (withholding /odometry/gps),0.00530365,1,0.405467,1,0.322647,1,0.322647,1
1531.53,1535.75,201.538,-1.6608,-2.185,2.05688,-280.357,1,4,23,0.2039,-113.611,4.00348,-2.07279,-111.538,NOPUB,0,nan,2,0,0,0,46.3393,17.2588,1529.32,2.21187,accept (re-anchored by gyro),stale (withholding /odometry/gps),1.80278e-05,1,0.414241,1,0.317734,1,0.324294,1
1531.73,1535.95,198.75,-2.7881,-2.667,2.50515,-277.852,1,4,23,0.241,-109.742,3.94244,-0.991489,-108.75,NOPUB,0,nan,2,0,0,0,46.6222,17.2818,1529.32,2.41238,accept (re-anchored by gyro),stale (withholding /odometry/gps),7.28011e-06,1,0.428775,1,0.318244,1,0.340139,1
1531.93,1536.15,195.148,-3.6024,-3.284,2.85383,-274.998,1,4,23,0.2942,-105.89,3.88802,-0.742444,-105.148,NOPUB,0,nan,2,0,0,0,47.3708,17.3048,1529.32,2.61297,accept (re-anchored by gyro),stale (withholding /odometry/gps),3.40147e-05,1,0.447176,1,0.332385,1,0.326643,1
1532.14,1536.35,191.667,-3.4804,-3.801,1.21942,-273.778,1,4,23,0.3484,-101.77,3.82927,-0.102507,-101.667,NOPUB,0,nan,2,0,0,0,49.6318,17.3279,1529.32,2.81477,accept (re-anchored by gyro),stale (withholding /odometry/gps),1.38924e-05,1,0.464533,1,0.320124,1,0.326807,1
1532.34,1536.55,187.099,-4.5686,-4.25,7.49103,-266.287,1,4,23,0.4016,-96.7142,3.79661,0.384466,-97.0987,NOPUB,0,nan,2,0,0,0,46.7093,17.3509,1529.32,3.01528,accept (re-anchored by gyro),stale (withholding /odometry/gps),9.43398e-06,1,0.486666,1,0.323177,1,0.32447,1
1532.54,1536.75,182.196,-4.903,-4.602,4.28377,-262.003,1,4,24,0.43,-92.3812,3.78132,-0.185525,-92.1957,NOPUB,0,nan,2,0,0,0,47.3286,17.3739,1529.32,3.21587,accept (re-anchored by gyro),stale (withholding /odometry/gps),0.000465456,1,0.509556,1,0.320704,1,0.320704,1
1532.74,1536.95,178.081,-4.1146,-4.972,4.72619,-257.277,1,4,24,0.4555,-86.2887,3.69853,1.79238,-88.0811,NOPUB,0,nan,2,0,0,0,46.717,17.3969,1529.32,3.41654,accept (re-anchored by gyro),stale (withholding /odometry/gps),0.000769681,1,0.528048,1,0.315624,1,0.323358,1
1532.94,1537.15,172.845,-5.2362,-5.561,5.4803,-251.797,1,4,24,0.4999,-79.8656,3.59085,2.97934,-82.8449,NOPUB,0,nan,2,0,0,0,46.4729,17.4199,1529.32,3.61703,accept (re-anchored by gyro),stale (withholding /odometry/gps),1.34536e-05,1,nan,0,0.314235,1,0.313743,1
1533.14,1537.35,166.98,-5.8651,-5.733,1.37229,-250.425,1,4,24,0.5251,-74.2048,3.5272,2.77496,-76.9798,NOPUB,0,nan,2,0,0,0,50.9657,17.4429,1529.32,3.81798,accept (re-anchored by gyro),stale (withholding /odometry/gps),3.60555e-06,1,0.57448,1,0.347596,1,0.328573,1
1533.34,1537.55,159.89,-7.09,-6.077,9.04561,-241.379,1,4,24,0.5516,-67.2453,3.43212,2.6445,-69.8898,NOPUB,0,nan,2,0,0,0,49.0101,17.4659,1529.32,4.01833,accept (re-anchored by gyro),stale (withholding /odometry/gps),4.52769e-05,1,0.601341,1,0.374607,1,0.31992,1
1533.54,1537.75,153.269,-6.6206,-6.597,4.12644,-237.253,1,4,23,0.5831,-60.0919,3.36596,3.1773,-63.2692,NOPUB,0,nan,2,0,0,0,51.5042,17.4888,1529.32,4.21872,accept (re-anchored by gyro),stale (withholding /odometry/gps),2.06155e-05,1,0.624348,1,0.352741,1,0.328478,1
1533.74,1537.95,147.664,-5.6052,-6.8,0,-237.253,1,4,23,0.5995,-52.9562,3.27862,4.70778,-57.664,NOPUB,0,nan,2,0,0,0,57.1094,17.5118,1529.32,4.41931,accept (re-anchored by gyro),stale (withholding /odometry/gps),0.000551874,1,0.6422,1,0.312943,1,0.32591,1
1533.94,1538.15,140.274,-7.3897,-6.769,18.5132,-218.739,1,4,23,0.6054,-46.0073,3.20981,4.26701,-50.2743,NOPUB,0,nan,2,0,0,0,45.9859,17.5348,1529.32,4.61971,accept (re-anchored by gyro),stale (withholding /odometry/gps),2.43311e-05,1,0.663381,1,0.33102,1,0.33102,1
1534.14,1538.36,133.098,-7.1763,-6.913,6.55206,-212.187,1,4,23,0.62,-39.1776,3.14619,3.92043,-43.098,NOPUB,0,nan,2,0,0,0,46.6102,17.5578,1529.32,4.82051,accept (re-anchored by gyro),stale (withholding /odometry/gps),1.00499e-05,1,0.681312,1,0.323362,1,0.335457,1
1534.34,1538.56,126.004,-7.0935,-7.162,6.80609,-205.381,1,4,23,0.6279,-30.8206,3.07333,5.1839,-36.0045,NOPUB,0,nan,2,0,0,0,46.8976,17.5808,1529.32,5.02102,accept (re-anchored by gyro),stale (withholding /odometry/gps),4.12311e-06,1,0.696411,1,0.337251,1,0.317477,1
1534.54,1538.76,120.104,-5.9002,-7.381,6.94389,-198.437,1,4,23,0.6578,-23.3899,3.04037,6.71442,-30.1043,NOPUB,0,nan,2,0,0,0,45.8539,17.6038,1529.32,5.22174,accept (re-anchored by gyro),stale (withholding /odometry/gps),6.00167e-05,1,0.70694,1,0.308822,1,0.308822,1
1534.74,1538.96,111.841,-8.2638,-7.403,6.68604,-191.751,1,4,23,0.6561,-15.8588,2.9476,5.98166,-21.8405,NOPUB,0,nan,2,0,0,0,47.4317,17.6267,1529.32,5.42219,accept (re-anchored by gyro),stale (withholding /odometry/gps),8.75957e-05,1,0.718531,1,0.313881,1,0.313881,1
1534.94,1539.16,103.8,-8.0405,-7.36,9.16282,-182.589,1,4,23,0.6496,-8.29817,2.86414,5.50183,-13.8,NOPUB,0,nan,2,0,0,0,46.3093,17.6497,1529.32,5.62268,accept (re-anchored by gyro),stale (withholding /odometry/gps),2.68328e-05,1,nan,0,0.321687,1,0.357025,1
1535.15,1539.36,98.1295,-5.6705,-7.158,6.66839,-175.92,1,4,23,0.6271,-1.10074,2.84171,7.02876,-8.1295,NOPUB,0,nan,2,0,0,0,45.3114,17.673,1529.32,5.82596,accept (re-anchored by gyro),stale (withholding /odometry/gps),5.66039e-05,1,0.729503,1,0.315892,1,0.309375,1
1535.35,1539.56,91.3221,-6.8074,-7.168,6.8083,-169.112,1,4,23,0.6347,6.02722,2.87374,7.34932,-1.3221,NOPUB,0,nan,2,0,0,0,45.3105,17.696,1529.32,6.02646,accept (re-anchored by gyro),stale (withholding /odometry/gps),1.56205e-05,1,nan,0,0.315917,1,0.307189,1
1535.55,1539.76,82.633,-8.6891,-7.215,6.81161,-162.3,1,4,21,0.6367,13.1244,2.88842,5.75739,7.367,NOPUB,0,nan,2,0,0,0,47.188,17.7189,1529.32,6.22693,accept (re-anchored by gyro),stale (withholding /odometry/gps),5.87282e-05,1,0.729344,1,0.315693,1,0.315693,1
1535.75,1539.96,76.7649,-5.8681,-7.113,8.544,-153.756,1,4,21,0.6347,20.2055,2.90974,6.97036,13.2351,NOPUB,0,nan,2,0,0,0,44.5121,17.7419,1529.32,6.4274,accept (re-anchored by gyro),stale (withholding /odometry/gps),5.58032e-05,1,0.725799,1,0.31131,1,0.308536,1
1535.95,1540.16,69.0684,-7.6965,-7.091,2.51135,-151.245,1,4,21,0.6278,26.6296,2.96362,5.69797,20.9316,NOPUB,0,nan,2,0,0,0,49.6973,17.7649,1529.32,6.62791,accept (re-anchored by gyro),stale (withholding /odometry/gps),2.50599e-05,1,nan,0,0.340924,1,0.312254,1
1536.15,1540.36,61.1326,-7.9358,-6.936,10.7627,-140.482,1,4,21,0.6123,33.494,3.02465,4.62663,28.8674,NOPUB,0,nan,2,0,0,0,46.8704,17.788,1529.32,6.8294,accept (re-anchored by gyro),stale (withholding /odometry/gps),3.86264e-05,1,0.707111,1,0.324774,1,0.317904,1
1536.35,1540.56,54.1929,-6.9397,-6.771,6.42323,-134.059,1,4,21,0.5936,39.3793,3.13268,3.57216,35.8071,NOPUB,0,nan,2,0,0,0,47.3869,17.811,1529.32,7.0299,accept (re-anchored by gyro),stale (withholding /odometry/gps),0.000308508,1,nan,0,0.327694,1,0.318917,1
1536.55,1540.77,48.8514,-5.3415,-6.417,5.80788,-128.251,1,4,22,0.5847,44.6886,3.24463,3.54001,41.1486,NOPUB,0,nan,2,0,0,0,46.9205,17.8339,1529.32,7.23048,accept (re-anchored by gyro),stale (withholding /odometry/gps),4.24264e-05,1,nan,0,0.357791,1,0.312891,1
1536.75,1540.96,42.5451,-6.3063,-6.071,7.5989,-120.652,1,4,22,0.551,50.3231,3.26113,2.86823,47.4549,NOPUB,0,nan,2,0,0,0,45.6279,17.8569,1529.32,7.43093,accept (re-anchored by gyro),stale (withholding /odometry/gps),1.1e-05,1,nan,0,0.317322,1,0.314552,1
1536.95,1541.17,36.9412,-5.6039,-5.53,5.24,-115.412,1,4,22,0.4949,55.1694,3.32748,2.1106,53.0588,NOPUB,0,nan,2,0,0,0,45.9918,17.8799,1529.32,7.63146,accept (re-anchored by gyro),stale (withholding /odometry/gps),1e-06,1,0.652495,1,0.338014,1,0.315323,1
